,registered_voters,majority,spoilt_votes,unreturned_votes,voter_turnout,demographics,panel_code,panel_name,tab,state_region
43,"41,376",500,412,0,"34,571 (83.6%)",Malay 75.51%; Chinese 16.22%; Indian 6.83%; B/P Sabah 0.42%; B/P Sarawak 0.09%; Orang Asli (Pen. Msia) 0.06%; Others 0.87%,N44,SELAT KLANG (P109),state,Selangor
44,"58,017","39,828",540,0,0 (0%),Malay 15.39%; Chinese 70.67%; Indian 13.38%; B/P Sabah 0.12%; B/P Sarawak 0.04%; Others 0.4%,N45,BANDAR BARU KLANG (P110),state,Selangor
45,"33,809","6,422",393,0,"28,752 (85%)",Malay 65.43%; Chinese 16.74%; Indian 16.11%; B/P Sabah 0.55%; B/P Sarawak 0.18%; Orang Asli (Pen. Msia) 0.21%; Others 0.79%,N46,PELABUHAN KLANG (P110),state,Selangor
46,"57,522","35,863",303,0,"49,102 (85.4%)",Malay 14.67%; Chinese 62.35%; Indian 21.41%; B/P Sabah 0.52%; B/P Sarawak 0.18%; Others 0.86%,N47,PANDAMARAN (P110),state,Selangor
47,"51,444","33,600",0,0,0 (0%),Malay 17.01%; Chinese 38.21%; Indian 43.28%; B/P Sabah 0.68%; B/P Sarawak 0.11%; Others 0.7%,N48,SENTOSA (P111),state,Selangor
48,"50,800","12,480",305,0,"43,585 (85.8%)",Malay 71.54%; Chinese 11.67%; Indian 15.62%; B/P Sabah 0.34%; B/P Sarawak 0.1%; Orang Asli (Pen. Msia) 0.01%; Others 0.72%,N49,SUNGAI KANDIS (P111),state,Selangor
49,"46,777","21,639",88,0,"13,369 (28.6%)",Malay 41.08%; Chinese 33.41%; Indian 23.62%; B/P Sabah 0.77%; B/P Sarawak 0.24%; Orang Asli (Pen. Msia) 0.01%; Others 0.87%,N50,KOTA KEMUNING (P111),state,Selangor
50,"39,455","1,677",458,0,"36,645 (92.9%)",Malay 73.69%; Chinese 7.86%; Indian 13.94%; B/P Sabah 0.19%; B/P Sarawak 0.09%; Orang Asli (Pen. Msia) 3.68%; Others 0.55%,N51,SIJANGKANG (P112),state,Selangor
51,"31,006","17,299",386,0,"27,145 (87.5%)",Malay 18.23%; Chinese 58.9%; Indian 21.7%; B/P Sabah 0.21%; B/P Sarawak 0.07%; Orang Asli (Pen. Msia) 0.45%; Others 0.44%,N52,BANTING (P112),state,Selangor
52,"31,945","2,117",352,0,"27,650 (86.6%)",Malay 74.57%; Chinese 10.15%; Indian 13.86%; B/P Sabah 0.15%; B/P Sarawak 0.23%; Orang Asli (Pen. Msia) 0.52%; Others 0.51%,N53,MORIB (P112),state,Selangor
53,"24,272","2,704",267,0,"21,557 (88.8%)",Malay 57.19%; Chinese 26.74%; Indian 12.87%; B/P Sabah 0.05%; B/P Sarawak 0.04%; Orang Asli (Pen. Msia) 2.91%; Others 0.22%,N54,TANJONG SEPAT (P113),state,Selangor
54,"50,466","6,934",465,0,"44,423 (88%)",Malay 71.34%; Chinese 12.15%; Indian 12.32%; B/P Sabah 0.41%; B/P Sarawak 0.24%; Orang Asli (Pen. Msia) 2.81%; Others 0.73%,N55,DENGKIL (P113),state,Selangor
55,"29,770","6,586",296,0,"26,109 (87.7%)",Malay 51.25%; Chinese 28.98%; Indian 18.5%; B/P Sabah 0.35%; B/P Sarawak 0.36%; Orang Asli (Pen. Msia) 0.06%; Others 0.5%,N56,SUNGAI PELEK (P113),state,Selangor
