,name,number_of_voters,panel_code,panel_name,tab,state_region
32,Robert Lawson Chuat (BN - PBB),"42.9% (12,517)",P204,BETONG,parliament,Sarawak
33,Abang Ahmad Abang Suni (IND),"15.1% (4,401)",P204,BETONG,parliament,Sarawak
34,Noel Changgai Bucking (PH - PKR),"13.0% (3,802)",P204,BETONG,parliament,Sarawak
35,Ali Biju (PH - PKR),"38.8% (11,848)",P205,SARATOK,parliament,Sarawak
36,Jagah @ Subeng Mula (BN - PDP),"35.6% (10,859)",P205,SARATOK,parliament,Sarawak
37,Yusuf Abd Wahab (BN - PBB),"52.1% (11,402)",P206,TANJONG MANIS,parliament,Sarawak
38,Mohamad Fadillah Sabali (PH - AMANAH),"12.5% (2,728)",P206,TANJONG MANIS,parliament,Sarawak
39,Ahmad Johnie Zawawi (BN - PBB),"53.8% (10,538)",P207,IGAN,parliament,Sarawak
40,Andri Zulkarnaen Hamden (PH - AMANAH),"10.4% (2,043)",P207,IGAN,parliament,Sarawak
41,Wong Ling Biu (PH - DAP),"41.3% (16,327)",P208,SARIKEI,parliament,Sarawak
42,Huang Tiong Sii (BN - SUPP),"34.8% (13,757)",P208,SARIKEI,parliament,Sarawak
43,Wong Chin King (PBK),1.0% (392),P208,SARIKEI,parliament,Sarawak
44,Larry Soon @ Larry Sng Wei Shien (IND),"39.8% (10,105)",P209,JULAU,parliament,Sarawak
45,Joseph Salang Gandum (BN - PRS),"32.2% (8,174)",P209,JULAU,parliament,Sarawak
46,Ago Dagang (BN - PRS),"45.4% (9,552)",P210,KANOWIT,parliament,Sarawak
47,Satu Anchom (PH - PKR),"24.9% (5,240)",P210,KANOWIT,parliament,Sarawak
48,Alice Lau Kiong Yieng (PH - DAP),"48.3% (29,905)",P211,LANANG,parliament,Sarawak
49,Kong Sien Chiu (BN - SUPP),"24.8% (15,359)",P211,LANANG,parliament,Sarawak
50,Priscilla Lau (PEACE),1.0% (628),P211,LANANG,parliament,Sarawak
51,Oscar Ling Chai Yew (PH - DAP),"45.6% (33,811)",P212,SIBU,parliament,Sarawak
52,Wong Kee Yew (BN - SUPP),"30.2% (22,389)",P212,SIBU,parliament,Sarawak
53,Tiew Yen Houng (PEACE),0.5% (377),P212,SIBU,parliament,Sarawak
54,Tiong Ing Tung (S'wak STAR),0.2% (176),P212,SIBU,parliament,Sarawak
55,Hanifah Hajar Taib (BN - PBB),"45.3% (13,853)",P213,MUKAH,parliament,Sarawak
56,Abdul Jalil Bujang (PH - PKR),"22.4% (6,853)",P213,MUKAH,parliament,Sarawak
57,Baru Bian (PH - PKR),"37.4% (11,228)",P214,SELANGAU,parliament,Sarawak
58,Rita Sarimah Patrick Insol (BN - PRS),"35.8% (10,742)",P214,SELANGAU,parliament,Sarawak
59,Alexander Nanta Linggi (BN - PBB),"46.7% (14,302)",P215,KAPIT,parliament,Sarawak
60,Paren Nyawi (PH - DAP),"12.5% (3,823)",P215,KAPIT,parliament,Sarawak
61,Ugak Kumbong (BN - PRS),"43.0% (11,834)",P216,HULU RAJANG,parliament,Sarawak
62,Abun Sui Anyit (PH - PKR),"20.1% (5,519)",P216,HULU RAJANG,parliament,Sarawak
63,Tiong King Sing (BN - PDP),"41.6% (27,076)",P217,BINTULU,parliament,Sarawak
64,Chiew Chan Yew (PH - DAP),"30.8% (20,054)",P217,BINTULU,parliament,Sarawak
65,Chieng Lea Phing (S'wak STAR),0.5% (328),P217,BINTULU,parliament,Sarawak
66,Lukanisman Awang Sauni (BN - PBB),"38.3% (12,214)",P218,SIBUTI,parliament,Sarawak
67,Jemat Panjang (PH - PKR),"26.8% (8,538)",P218,SIBUTI,parliament,Sarawak
68,Zulaihi Bakar (PAS),"5.1% (1,617)",P218,SIBUTI,parliament,Sarawak
69,Michael Teo Yu Keng (PH - PKR),"44.5% (35,739)",P219,MIRI,parliament,Sarawak
70,Sebastian Ting Chiew Yew (BN - SUPP),"27.5% (22,076)",P219,MIRI,parliament,Sarawak
71,Anyi Ngau (BN - PDP),"34.1% (12,171)",P220,BARAM,parliament,Sarawak
72,Roland Engan (PH - PKR),"28.5% (10,181)",P220,BARAM,parliament,Sarawak
73,Hasbi Habibollah (BN - PBB),"47.7% (12,589)",P221,LIMBANG,parliament,Sarawak
74,Ricardo Osmund Yampil Baba (PH - PKR),"18.5% (4,879)",P221,LIMBANG,parliament,Sarawak
75,Henry Sum Agong (BN - PBB),"47.1% (10,037)",P222,LAWAS,parliament,Sarawak
76,Danny Piri (PH - PKR),"19.0% (4,037)",P222,LAWAS,parliament,Sarawak
77,Mohamad Brahim (IND),0.8% (176),P222,LAWAS,parliament,Sarawak
