,name,number_of_voters,panel_code,panel_name,tab,state_region
28,Che Mansor Salleh (BN - UMNO),"31.1% (7,013)",N10,BULUH GADING (P35),state,Terengganu
29,Azik Chik (PH - AMANAH),4.0% (894),N10,BULUH GADING (P35),state,Terengganu
30,Ahmad Razif Abd Rahman (BN - UMNO),"45.3% (9,340)",N11,SEBERANG TAKIR (P35),state,Terengganu
31,Mohd Fazil Wahab (PAS),"36.2% (7,456)",N11,SEBERANG TAKIR (P35),state,Terengganu
32,Abu Bakar Abdullah (PH - PKR),4.6% (939),N11,SEBERANG TAKIR (P35),state,Terengganu
33,Alias Razak (PAS),"47.7% (8,308)",N12,BUKIT TUNGGAL (P35),state,Terengganu
34,Tuan Arif Sahibu Fadilah Tuan Ahmad (BN - UMNO),"34.2% (5,964)",N12,BUKIT TUNGGAL (P35),state,Terengganu
35,Fatimah Lailati Omar (PH - PKR),4.1% (721),N12,BUKIT TUNGGAL (P35),state,Terengganu
36,Wan Sukairi Wan Abdullah (PAS),"52.7% (14,796)",N13,WAKAF MEMPELAM (P36),state,Terengganu
37,Salleh Othman (BN - UMNO),"26.4% (7,418)",N13,WAKAF MEMPELAM (P36),state,Terengganu
38,Mohd Zubir Mohamed (PH - AMANAH),"5.7% (1,589)",N13,WAKAF MEMPELAM (P36),state,Terengganu
39,Ahmad Shah Mohamed (PAS),"35.2% (7,133)",N14,BANDAR (P36),state,Terengganu
40,Toh Seng Cheng (BN - MCA),"24.9% (5,042)",N14,BANDAR (P36),state,Terengganu
41,Azan Ismail (PH - PKR),"19.7% (3,996)",N14,BANDAR (P36),state,Terengganu
42,Tengku Hassan Tengku Omar (PAS),"36.3% (8,201)",N15,LADANG (P36),state,Terengganu
43,Mohd Sabri Alwi (BN - UMNO),"34.7% (7,838)",N15,LADANG (P36),state,Terengganu
44,Zulkifli Mohamad (PH - PPBM),"12.6% (2,836)",N15,LADANG (P36),state,Terengganu
45,Muhammad Khalil Abdul Hadi (PAS),"46.4% (15,184)",N16,BATU BURUK (P36),state,Terengganu
46,Zamri Awang Hitam (BN - UMNO),"30.3% (9,896)",N16,BATU BURUK (P36),state,Terengganu
47,Raja Kamarul Bahrin Shah (PH - AMANAH),"7.9% (2,572)",N16,BATU BURUK (P36),state,Terengganu
48,Ariffin Deraman (PAS),"47.5% (13,330)",N17,ALUR LIMBAT (P37),state,Terengganu
49,Saiful Bahri Baharuddin (BN - UMNO),"32.6% (9,136)",N17,ALUR LIMBAT (P37),state,Terengganu
50,Ahmad Sabri Ali @ Mamat (PH - PKR),"5.3% (1,492)",N17,ALUR LIMBAT (P37),state,Terengganu
51,Mohd Nor Hamzah (PAS),"51.5% (11,672)",N18,BUKIT PAYUNG (P37),state,Terengganu
52,Zaitun Mat Amin (BN - UMNO),"31.7% (7,184)",N18,BUKIT PAYUNG (P37),state,Terengganu
53,Mohd Dalizan Abd Aziz (PH - AMANAH),"4.4% (1,004)",N18,BUKIT PAYUNG (P37),state,Terengganu
54,Ahmad Samsuri Mokhtar (PAS),"53.3% (13,851)",N19,RU RENDANG (P37),state,Terengganu
55,Nik Dir Nik Wan Ku (BN - UMNO),"30.1% (7,823)",N19,RU RENDANG (P37),state,Terengganu
56,Zarawi Sulong (PH - AMANAH),2.8% (729),N19,RU RENDANG (P37),state,Terengganu
57,Sulaiman Sulong (PAS),"42.2% (11,896)",N20,PENGKALAN BERANGAN (P37),state,Terengganu
58,A. Latiff Awang (BN - UMNO),"40.4% (11,406)",N20,PENGKALAN BERANGAN (P37),state,Terengganu
59,Aidi Ahmad (PH - PPBM),"4.1% (1,145)",N20,PENGKALAN BERANGAN (P37),state,Terengganu
60,Rozi Mamat (BN - UMNO),"52.6% (9,407)",N21,TELEMUNG (P38),state,Terengganu
61,Kamaruzaman Abdullah (PAS),"29.4% (5,248)",N21,TELEMUNG (P38),state,Terengganu
62,Sharifah Norhayati Syed Omar (PH - PKR),2.5% (455),N21,TELEMUNG (P38),state,Terengganu
63,Hilmi Harun (PAS),"50.6% (8,716)",N22,MANIR (P38),state,Terengganu
64,Yusof Awang Hitam (BN - UMNO),"34.1% (5,872)",N22,MANIR (P38),state,Terengganu
65,Mohd Hafizuddin Hussain (PH - AMANAH),2.4% (422),N22,MANIR (P38),state,Terengganu
66,Mamad Puteh (PAS),"43.2% (7,707)",N23,KUALA BERANG (P38),state,Terengganu
67,Tengku Putera Tengku Awang (BN - UMNO),"37.2% (6,637)",N23,KUALA BERANG (P38),state,Terengganu
68,Mohd Nor Othman (PH - PKR),5.4% (969),N23,KUALA BERANG (P38),state,Terengganu
69,Maliaman Kassim (PAS),"39.6% (8,132)",N24,AJIL (P38),state,Terengganu
70,Ghazali Taib (BN - UMNO),"39.6% (8,128)",N24,AJIL (P38),state,Terengganu
71,Zamani Mamat (PH - PPBM),3.3% (679),N24,AJIL (P38),state,Terengganu
72,Roslee Daud (BN - UMNO),"39.8% (5,770)",N25,BUKIT BESI (P39),state,Terengganu
73,Ghazali Sulaiman (PAS),"39.5% (5,724)",N25,BUKIT BESI (P39),state,Terengganu
74,Mohamad Arif Arifin (PH - PPBM),3.4% (487),N25,BUKIT BESI (P39),state,Terengganu
75,Alias Harun (PAS),"49.5% (12,287)",N26,RANTAU ABANG (P39),state,Terengganu
76,Wan Zulkifli Wan Gati (BN - UMNO),"31.6% (7,835)",N26,RANTAU ABANG (P39),state,Terengganu
77,Mohammad Padeli Jusoh (PH - PKR),3.8% (939),N26,RANTAU ABANG (P39),state,Terengganu
78,Wan Hapandi Wan Nik (PAS),"50.5% (12,500)",N27,SURA (P39),state,Terengganu
79,Zainun Abu Bakar (BN - UMNO),"21.6% (5,338)",N27,SURA (P39),state,Terengganu
80,Zulkifli Ali (PH - AMANAH),"9.6% (2,386)",N27,SURA (P39),state,Terengganu
81,Satiful Bahari Mamat (PAS),"44.8% (11,853)",N28,PAKA (P39),state,Terengganu
82,Tengku Hamzah Tengku Draman (BN - UMNO),"32.0% (8,448)",N28,PAKA (P39),state,Terengganu
83,Mohd Hasbie Muda (PH - AMANAH),"7.1% (1,866)",N28,PAKA (P39),state,Terengganu
84,Saiful Azmi Suhaili (PAS),"43.6% (9,645)",N29,KEMASIK (P40),state,Terengganu
85,Rosli Othman (BN - UMNO),"33.8% (7,481)",N29,KEMASIK (P40),state,Terengganu
86,Rizan Ali (PH - AMANAH),"7.0% (1,557)",N29,KEMASIK (P40),state,Terengganu
87,Ahmad Said (BN - UMNO),"42.3% (9,545)",N30,KIJAL (P40),state,Terengganu
88,Hazri Jusoh (PAS),"36.7% (8,280)",N30,KIJAL (P40),state,Terengganu
89,Wan Marzuki Wan Sembok (PH - PPBM),"6.5% (1,472)",N30,KIJAL (P40),state,Terengganu
90,Hanafiah Mat (PAS),"40.9% (12,428)",N31,CUKAI (P40),state,Terengganu
91,Mohamed Awang Tera (BN - UMNO),"24.8% (7,547)",N31,CUKAI (P40),state,Terengganu
92,Wan Mohd Anies Wan Mohd Adnan (PH - PKR),"16.8% (5,104)",N31,CUKAI (P40),state,Terengganu
93,Ab Razak Ibrahim (PAS),"39.9% (12,985)",N32,AIR PUTIH (P40),state,Terengganu
94,Wan Hakim Wan Mokhtar (BN - UMNO),"37.7% (12,239)",N32,AIR PUTIH (P40),state,Terengganu
95,Mohd Zukri Aksah (PH - PKR),"6.8% (2,195)",N32,AIR PUTIH (P40),state,Terengganu
