,name,number_of_voters,panel_code,panel_name,tab,state_region
18,Hashim Abd Karim (PAS),"15.8% (18,343)",P97,SELAYANG,parliament,Selangor
19,Mohamed Azmin Ali (PH - PKR),"53.2% (75,113)",P98,GOMBAK,parliament,Selangor
20,Abdul Rahim Pandak Kamarudin (BN - UMNO),"18.7% (26,392)",P98,GOMBAK,parliament,Selangor
21,Khairil Nizam Khirudin (PAS),"12.4% (17,537)",P98,GOMBAK,parliament,Selangor
22,Zuraida Kamaruddin (PH - PKR),"59.2% (54,307)",P99,AMPANG,parliament,Selangor
23,Leong Kim Soon (BN - MCA),"13.5% (12,351)",P99,AMPANG,parliament,Selangor
24,Nurul Islam Mohamed Yusoff (PAS),"10.5% (9,598)",P99,AMPANG,parliament,Selangor
25,Tan Hua Meng (PRM),0.3% (294),P99,AMPANG,parliament,Selangor
26,Wan Azizah Wan Ismail (PH - PKR),"63.9% (64,733)",P100,PANDAN,parliament,Selangor
27,Leong Kok Wee (BN - MCA),"12.0% (12,190)",P100,PANDAN,parliament,Selangor
28,Mohamed Sukri Omar (PAS),"8.2% (8,336)",P100,PANDAN,parliament,Selangor
29,Lee Ying Ha (PRM),0.4% (442),P100,PANDAN,parliament,Selangor
30,Mohd Khairul Azam Abdul Aziz (IND),0.1% (73),P100,PANDAN,parliament,Selangor
31,Hasanuddin Mohd Yunus (PH - AMANAH),"47.9% (49,004)",P101,HULU LANGAT,parliament,Selangor
32,Azman Ahmad (BN - UMNO),"23.0% (23,580)",P101,HULU LANGAT,parliament,Selangor
33,Che Rosli Che Mat (PAS),"15.3% (15,663)",P101,HULU LANGAT,parliament,Selangor
34,Ong Kian Ming (PH - DAP),"57.4% (102,557)",P102,BANGI,parliament,Selangor
35,Mohd Shafie Ngah (PAS),"18.9% (33,789)",P102,BANGI,parliament,Selangor
36,Liew Yuen Keong (BN - MCA),"11.1% (19,766)",P102,BANGI,parliament,Selangor
37,Wan Jinn Woei (PRM),0.1% (215),P102,BANGI,parliament,Selangor
38,Gobind Singh Deo (PH - DAP),"62.7% (60,429)",P103,PUCHONG,parliament,Selangor
39,Ang Chin Tat (BN - GERAKAN),"13.3% (12,794)",P103,PUCHONG,parliament,Selangor
40,Mohamad Rosharizan Mohd Rozlan (PAS),"10.6% (10,255)",P103,PUCHONG,parliament,Selangor
41,Wong Chen (PH - PKR),"71.3% (104,430)",P104,SUBANG,parliament,Selangor
42,Tan Seong Lim (BN - MCA),"8.2% (12,077)",P104,SUBANG,parliament,Selangor
43,Mohd Shahir Mohd Adnan (IKATAN),"6.2% (9,025)",P104,SUBANG,parliament,Selangor
44,Toh Sin Wah (IND),0.1% (173),P104,SUBANG,parliament,Selangor
45,Maria Chin Abdullah (PH - PKR),"56.0% (78,984)",P105,PETALING JAYA,parliament,Selangor
46,Chew Hian Tat (BN - MCA),"15.5% (21,847)",P105,PETALING JAYA,parliament,Selangor
47,Noraini Hussin (PAS),"10.3% (14,448)",P105,PETALING JAYA,parliament,Selangor
48,Pua Kiam Wee (PH - DAP),"73.8% (121,283)",P106,DAMANSARA,parliament,Selangor
49,Ho Kwok Xheng (BN - MCA),"8.8% (14,380)",P106,DAMANSARA,parliament,Selangor
50,Wong Mun Kheong (PRM),0.4% (617),P106,DAMANSARA,parliament,Selangor
51,Sivarasa Rasiah (PH - PKR),"48.1% (43,631)",P107,SUNGAI BULOH,parliament,Selangor
52,Nuridah Mohd Salleh (PAS),"18.7% (16,997)",P107,SUNGAI BULOH,parliament,Selangor
53,Pakas Rao Applanaidoo (BN - MIC),"18.4% (16,681)",P107,SUNGAI BULOH,parliament,Selangor
54,Zainurrizzaman Mohram (PSM),0.7% (642),P107,SUNGAI BULOH,parliament,Selangor
55,Khalid Abd Samad (PH - AMANAH),"52.1% (55,949)",P108,SHAH ALAM,parliament,Selangor
56,Azhari Shaari (BN - UMNO),"20.6% (22,100)",P108,SHAH ALAM,parliament,Selangor
57,Mohd Zuhdi Marsuki (PAS),"14.2% (15,194)",P108,SHAH ALAM,parliament,Selangor
58,Abdullah Sani Abdul Hamid (PH - PKR),"38.2% (47,731)",P109,KAPAR,parliament,Selangor
59,Abd Rani Osman (PAS),"25.1% (31,425)",P109,KAPAR,parliament,Selangor
60,Mohana Muniandy Raman (BN - MIC),"21.1% (26,412)",P109,KAPAR,parliament,Selangor
61,Manikavasagam Sundaram (PRM),0.4% (525),P109,KAPAR,parliament,Selangor
62,Charles Anthony R Santiago (PH - DAP),"65.8% (98,279)",P110,KLANG,parliament,Selangor
63,Ching Eu Boon (BN - MCA),"13.1% (19,506)",P110,KLANG,parliament,Selangor
64,Khairul Shah Abdullah (PAS),"6.1% (9,169)",P110,KLANG,parliament,Selangor
65,Puvananderan Ganasamoorthy (IND),0.1% (120),P110,KLANG,parliament,Selangor
66,Mohamad Sabu (PH - AMANAH),"60.9% (90,697)",P111,KOTA RAJA,parliament,Selangor
67,Mohamed Diah Baharun (PAS),"13.1% (19,555)",P111,KOTA RAJA,parliament,Selangor
68,Gunalan Velu (BN - MIC),"12.0% (17,874)",P111,KOTA RAJA,parliament,Selangor
69,Xavier Jayakumar Arulanandam (PH - PKR),"42.2% (43,239)",P112,KUALA LANGAT,parliament,Selangor
70,Shahril Sufian Hamdan (BN - UMNO),"25.5% (26,127)",P112,KUALA LANGAT,parliament,Selangor
71,Yahya Baba (PAS),"18.3% (18,731)",P112,KUALA LANGAT,parliament,Selangor
72,Mohamed Hanipa Maidin (PH - AMANAH),"44.7% (46,740)",P113,SEPANG,parliament,Selangor
73,Marsum Paing (BN - UMNO),"26.8% (28,035)",P113,SEPANG,parliament,Selangor
74,Sabirin Marsono (PAS),"15.2% (15,882)",P113,SEPANG,parliament,Selangor
