,name,number_of_voters,panel_code,panel_name,tab,state_region
37,Karim Bujang (WARISAN),"39.8% (11,786)",P176,KIMANIS,parliament,Sabah
38,Jaafar Ismail (PHRS),"4.4% (1,300)",P176,KIMANIS,parliament,Sabah
39,Azizah Mohd Dun (BN - UMNO),"34.1% (11,354)",P177,BEAUFORT,parliament,Sabah
40,Lajim Ukin (PHRS),"24.1% (8,023)",P177,BEAUFORT,parliament,Sabah
41,Johan @ Christopher Ot Ghani (PH - PKR),"23.5% (7,835)",P177,BEAUFORT,parliament,Sabah
42,Yamani Hafez Musa (BN - UMNO),"37.8% (12,038)",P178,SIPITANG,parliament,Sabah
43,Noor Hayaty Mustapha (WARISAN),"35.1% (11,186)",P178,SIPITANG,parliament,Sabah
44,Dayang Aezzy Liman (PHRS),"4.9% (1,547)",P178,SIPITANG,parliament,Sabah
45,Jonathan Yasin (PH - PKR),"34.0% (14,880)",P179,RANAU,parliament,Sabah
46,Ewon Ebin (BN - UPKO),"31.6% (13,804)",P179,RANAU,parliament,Sabah
47,Soudi @ Sami Andang (Sabah STAR),"7.2% (3,148)",P179,RANAU,parliament,Sabah
48,Andau Yasun @ Bruno (PCS),"2.5% (1,110)",P179,RANAU,parliament,Sabah
49,Jeffrey Kitingan (Sabah STAR),"26.0% (13,286)",P180,KENINGAU,parliament,Sabah
50,Jikulin Nointin @ Anastasius (WARISAN),"25.9% (13,241)",P180,KENINGAU,parliament,Sabah
51,Daniel Kinsik (BN - PBS),"24.9% (12,742)",P180,KENINGAU,parliament,Sabah
52,Jius Awang (PCS),0.8% (433),P180,KENINGAU,parliament,Sabah
53,Maimin Rijan (IND),0.5% (248),P180,KENINGAU,parliament,Sabah
54,Justin Guka (IND),0.4% (199),P180,KENINGAU,parliament,Sabah
55,Noorita Sual (PH - DAP),"38.9% (11,363)",P181,TENOM,parliament,Sabah
56,Rubin Balang (BN - UMNO),"35.1% (10,230)",P181,TENOM,parliament,Sabah
57,Laimoi @ Yuslinah Laikim (PHRS),2.2% (645),P181,TENOM,parliament,Sabah
58,Arthur Joseph Kurup (BN - PBRS),"37.6% (11,783)",P182,PENSIANGAN,parliament,Sabah
59,Raymond Ahuar (PH - PKR),"30.2% (9,469)",P182,PENSIANGAN,parliament,Sabah
60,Joh Jimmy @ Richard Joe Jimmy (Sabah STAR),"9.0% (2,839)",P182,PENSIANGAN,parliament,Sabah
61,Maidin Atak @ Maidin Osman (PCS),0.7% (212),P182,PENSIANGAN,parliament,Sabah
62,Engah Sintan @ Dahlan Abdullah (IND),0.2% (65),P182,PENSIANGAN,parliament,Sabah
63,Ronald Kiandee (BN - UMNO),"45.6% (13,007)",P183,BELURAN,parliament,Sabah
64,Japar Zairun (WARISAN),"20.7% (5,892)",P183,BELURAN,parliament,Sabah
65,Sipin Kadandi (PHRS),3.5% (996),P183,BELURAN,parliament,Sabah
66,Toidy Luit (PCS),1.0% (284),P183,BELURAN,parliament,Sabah
67,Lem @ Salim Matin (PERPADUAN),1.0% (273),P183,BELURAN,parliament,Sabah
68,Salimah Oyong (IND),0.9% (246),P183,BELURAN,parliament,Sabah
69,Zakaria Mohd Edris @ Tubau (BN - UMNO),"37.1% (17,799)",P184,LIBARAN,parliament,Sabah
70,Irwanshah Mustapa (WARISAN),"35.7% (17,121)",P184,LIBARAN,parliament,Sabah
71,Alfian Mansyur (PHRS),"2.6% (1,223)",P184,LIBARAN,parliament,Sabah
72,Liew Vui Keong (WARISAN),"39.8% (12,976)",P185,BATU SAPI,parliament,Sabah
73,LindaTsen Thau Lin (BN - PBS),"25.7% (8,357)",P185,BATU SAPI,parliament,Sabah
74,Hamza A. Abdullah @ Hamzah (PH - AMANAH),3.0% (980),P185,BATU SAPI,parliament,Sabah
75,Norsah Bongsu (PAS),2.9% (948),P185,BATU SAPI,parliament,Sabah
76,Wong Tien Fatt @ Wong Nyuk Foh (PH - DAP),"48.0% (19,094)",P186,SANDAKAN,parliament,Sabah
77,Lim Ming Hoo (BN - LDP),"22.6% (8,996)",P186,SANDAKAN,parliament,Sabah
78,Moktar Radin (BN - UMNO),"50.3% (14,465)",P187,KINABATANGAN,parliament,Sabah
79,M A Ghazali Abdul Ghani (WARISAN),"17.4% (4,987)",P187,KINABATANGAN,parliament,Sabah
80,Mustapa Datu Tambuyong (PHRS),"7.2% (2,066)",P187,KINABATANGAN,parliament,Sabah
81,Mohamaddin Ketapi (WARISAN),"38.3% (23,352)",P188,SILAM,parliament,Sabah
82,Datu Nasrun Datu Mansur (BN - UMNO),"27.8% (16,951)",P188,SILAM,parliament,Sabah
83,Ramli Pataruddin (PAS),"2.3% (1,431)",P188,SILAM,parliament,Sabah
84,Siti Shazianti Ajak (PHRS),"2.1% (1,306)",P188,SILAM,parliament,Sabah
85,Mohd Shafie Apdal (WARISAN),"55.6% (26,809)",P189,SEMPORNA,parliament,Sabah
86,Ramlee Marahaban (BN - UMNO),"12.7% (6,135)",P189,SEMPORNA,parliament,Sabah
87,Abdul Nasir Ab Raup (PAS),0.8% (384),P189,SEMPORNA,parliament,Sabah
88,Asmara Asmad (PHRS),0.2% (98),P189,SEMPORNA,parliament,Sabah
89,Liew Chin Jin (PH - PKR),"35.7% (21,400)",P190,TAWAU,parliament,Sabah
90,Yap Kain Ching @ Mary Yap Ken Jin (BN - PBS),"27.8% (16,673)",P190,TAWAU,parliament,Sabah
91,Mohamad Husain (PAS),"4.2% (2,518)",P190,TAWAU,parliament,Sabah
92,Alizaman Jijurahman (PHRS),"3.6% (2,162)",P190,TAWAU,parliament,Sabah
93,Ma'mun Sulaiman (WARISAN),"35.4% (18,486)",P191,KALABAKAN,parliament,Sabah
94,Abdul Ghapur Salleh (BN - UMNO),"29.3% (15,299)",P191,KALABAKAN,parliament,Sabah
95,Norbin Aloh (PAS),"5.4% (2,813)",P191,KALABAKAN,parliament,Sabah
96,Ahmad Lahama (PPRS),0.6% (311),P191,KALABAKAN,parliament,Sabah
