,registered_voters,majority,spoilt_votes,unreturned_votes,voter_turnout,demographics,panel_code,panel_name,tab,state_region
14,"48,176","8,459",796,0,"38,306 (79.5%)",Malay 81.45%; Chinese 14.29%; Indian 1.26%; B/P Sabah 0.44%; B/P Sarawak 0.6%; Orang Asli (Pen. Msia) 1.69%; Others 0.29%,P154,MERSING,parliament,Johor
15,"44,749","5,933",664,0,"37,818 (84.5%)",Malay 74.68%; Chinese 16.13%; Indian 6.58%; B/P Sabah 0.4%; B/P Sarawak 1.13%; Orang Asli (Pen. Msia) 0.56%; Others 0.52%,P155,TENGGARA,parliament,Johor
16,"46,677","14,621",802,0,"39,418 (84.4%)",Malay 88.36%; Chinese 9.27%; Indian 1.85%; B/P Sabah 0.06%; B/P Sarawak 0.09%; Orang Asli (Pen. Msia) 0.07%; Others 0.29%,P156,KOTA TINGGI,parliament,Johor
17,"40,479","11,417",557,0,"33,580 (83%)",Malay 89.61%; Chinese 8.87%; Indian 0.77%; B/P Sabah 0.17%; B/P Sarawak 0.18%; Orang Asli (Pen. Msia) 0.21%; Others 0.18%,P157,PENGERANG,parliament,Johor
18,"123,033","37,225",274,0,"105,420 (85.7%)",Malay 47.19%; Chinese 39.36%; Indian 11.54%; B/P Sabah 0.27%; B/P Sarawak 0.67%; Orang Asli (Pen. Msia) 0.08%; Others 0.88%,P158,TEBRAU,parliament,Johor
19,"124,172","24,726","1,342",0,"106,576 (85.8%)",Malay 48.89%; Chinese 37.03%; Indian 10.45%; B/P Sabah 1.34%; B/P Sarawak 1.41%; Orang Asli (Pen. Msia) 0.08%; Others 0.81%,P159,PASIR GUDANG,parliament,Johor
20,"101,409","19,782","1,056",0,"81,645 (80.5%)",Malay 52.64%; Chinese 41.09%; Indian 5.15%; B/P Sabah 0.18%; B/P Sarawak 0.24%; Orang Asli (Pen. Msia) 0.02%; Others 0.68%,P160,JOHOR BAHRU,parliament,Johor
21,"106,268","28,924",966,0,"88,116 (82.9%)",Malay 49.06%; Chinese 39.2%; Indian 10.28%; B/P Sabah 0.3%; B/P Sarawak 0.36%; Orang Asli (Pen. Msia) 0.17%; Others 0.64%,P161,PULAI,parliament,Johor
22,"138,299","44,864","1,987",0,"118,779 (85.9%)",Malay 36.65%; Chinese 49.79%; Indian 12.46%; B/P Sabah 0.2%; B/P Sarawak 0.32%; Orang Asli (Pen. Msia) 0.22%; Others 0.36%,P162,ISKANDAR PUTERI,parliament,Johor
23,"99,147","32,748",976,0,"85,687 (86.4%)",Malay 34.96%; Chinese 54.04%; Indian 10.24%; B/P Sabah 0.21%; B/P Sarawak 0.18%; Orang Asli (Pen. Msia) 0.01%; Others 0.35%,P163,KULAI,parliament,Johor
24,"55,570",833,738,0,"46,683 (84%)",Malay 68.24%; Chinese 30.1%; Indian 1.03%; B/P Sabah 0.05%; B/P Sarawak 0.06%; Orang Asli (Pen. Msia) 0.07%; Others 0.46%,P164,PONTIAN,parliament,Johor
25,"53,528",524,841,0,"45,858 (85.7%)",Malay 56.8%; Chinese 41.64%; Indian 1.01%; B/P Sabah 0.08%; B/P Sarawak 0.08%; Orang Asli (Pen. Msia) 0.01%; Others 0.38%,P165,TANJUNG PIAI,parliament,Johor
